tableName,fieldName,type,isRequired,primaryKey,optional,emptyIsNa
concept,concept_id,int,Yes,Yes,No,Yes
concept,concept_name,varchar(255),Yes,No,No,Yes
concept,domain_id,varchar(20),Yes,No,No,Yes
concept,vocabulary_id,varchar(50),Yes,No,No,Yes
concept,concept_class_id,varchar(20),Yes,No,No,Yes
concept,standard_concept,varchar(1),No,No,No,Yes
concept,concept_code,varchar(50),Yes,No,No,Yes
concept,valid_start_date,Date,Yes,No,No,Yes
concept,valid_end_date,Date,Yes,No,No,Yes
concept,invalid_reason,varchar,No,No,No,Yes
concept_ancestor,ancestor_concept_id,bigint,Yes,Yes,No,Yes
concept_ancestor,descendant_concept_id,bigint,Yes,Yes,No,Yes
concept_ancestor,min_levels_of_separation,int,Yes,No,No,Yes
concept_ancestor,max_levels_of_separation,int,Yes,No,No,Yes
concept_cooccurrence,database_id,varchar,Yes,Yes,No,Yes
concept_cooccurrence,cohort_id,bigint,Yes,Yes,No,Yes
concept_cooccurrence,concept_id,int,Yes,Yes,No,Yes
concept_cooccurrence,co_concept_id,int,Yes,Yes,No,Yes
concept_cooccurrence,concept_count,bigint,Yes,Yes,No,Yes
concept_count,database_id,varchar,Yes,Yes,No,Yes
concept_count,concept_id,int,Yes,Yes,No,Yes
concept_count,event_year,int,Yes,Yes,No,Yes
concept_count,event_month,int,Yes,Yes,No,Yes
concept_count,concept_count,float,Yes,No,No,Yes
concept_excluded,database_id,varchar,Yes,Yes,No,Yes
concept_excluded,cohort_id,bigint,Yes,Yes,No,Yes
concept_excluded,concept_set_id,int,Yes,Yes,No,Yes
concept_excluded,concept_id,int,Yes,Yes,No,Yes
concept_relationship,concept_id_1,int,Yes,Yes,No,Yes
concept_relationship,concept_id_2,int,Yes,Yes,No,Yes
concept_relationship,relationship_id,varchar(20),Yes,Yes,No,Yes
concept_relationship,valid_start_date,Date,Yes,No,No,Yes
concept_relationship,valid_end_date,Date,Yes,No,No,Yes
concept_relationship,invalid_reason,varchar(1),No,No,No,Yes
concept_resolved,database_id,varchar,Yes,Yes,No,Yes
concept_resolved,cohort_id,bigint,Yes,Yes,No,Yes
concept_resolved,concept_set_id,int,Yes,Yes,No,Yes
concept_resolved,concept_id,int,Yes,Yes,No,Yes
concept_mapping,database_id,varchar,Yes,Yes,No,Yes
concept_mapping,domain_table,varchar,Yes,No,No,Yes
concept_mapping,concept_id,int,Yes,Yes,No,Yes
concept_mapping,source_concept_id,int,Yes,Yes,No,Yes
concept_mapping,concept_count,bigint,Yes,Yes,No,Yes
concept_mapping,subject_count,bigint,Yes,Yes,No,Yes
concept_sets,cohort_id,bigint,Yes,Yes,No,Yes
concept_sets,concept_set_id,int,Yes,Yes,No,Yes
concept_sets,concept_set_sql,varchar,Yes,No,No,Yes
concept_sets,concept_set_name,varchar(255),Yes,No,No,Yes
concept_sets,concept_set_expression,varchar,Yes,No,No,Yes
concept_synonym,concept_id,int,Yes,Yes,No,Yes
concept_synonym,concept_synonym_name,varchar,Yes,Yes,No,Yes
concept_synonym,language_concept_id,int,Yes,Yes,No,Yes
covariate_ref,covariate_id,bigint,Yes,Yes,No,Yes
covariate_ref,covariate_name,varchar,Yes,No,No,Yes
covariate_ref,analysis_id,int,Yes,No,No,Yes
covariate_ref,concept_id,int,Yes,No,No,Yes
covariate_value,cohort_id,bigint,Yes,Yes,No,Yes
covariate_value,covariate_id,bigint,Yes,Yes,No,Yes
covariate_value,sum_value,float,Yes,No,No,Yes
covariate_value,mean,float,Yes,No,No,Yes
covariate_value,sd,float,No,No,No,Yes
covariate_value,database_id,varchar,Yes,Yes,No,Yes
covariate_value_dist,cohort_id,bigint,Yes,Yes,No,Yes
covariate_value_dist,covariate_id,bigint,Yes,Yes,No,Yes
covariate_value_dist,count_value,float,Yes,No,No,Yes
covariate_value_dist,min_value,float,Yes,No,No,Yes
covariate_value_dist,max_value,float,Yes,No,No,Yes
covariate_value_dist,mean,float,Yes,No,No,Yes
covariate_value_dist,sd,float,No,No,No,Yes
covariate_value_dist,median_value,float,Yes,No,No,Yes
covariate_value_dist,p_10_value,float,Yes,No,No,Yes
covariate_value_dist,p_25_value,float,Yes,No,No,Yes
covariate_value_dist,p_75_value,float,Yes,No,No,Yes
covariate_value_dist,p_90_value,float,Yes,No,No,Yes
covariate_value_dist,database_id,varchar,Yes,Yes,No,Yes
database,database_id,varchar,Yes,Yes,No,Yes
database,database_name,varchar,No,No,No,Yes
database,description,varchar,No,No,No,Yes
database,is_meta_analysis,varchar(1),Yes,No,No,Yes
database,observation_period_min_date,Date,Yes,No,No,Yes
database,observation_period_max_date,Date,Yes,No,No,Yes
database,persons,bigint,No,No,Yes,Yes
database,records,bigint,No,No,Yes,Yes
database,person_days,bigint,No,No,Yes,Yes
database,vocabulary_version, varchar, No, No, Yes, Yes
database,vocabulary_version_cdm, varchar, No, No, Yes, Yes
domain,domain_id,varchar(20),Yes,Yes,No,Yes
domain,domain_name,varchar(255),Yes,No,No,Yes
domain,domain_concept_id,int,Yes,No,No,Yes
incidence_rate,cohort_count,float,Yes,No,No,Yes
incidence_rate,person_years,float,Yes,No,No,Yes
incidence_rate,gender,varchar,No,Yes,No,No
incidence_rate,age_group,varchar,No,Yes,No,No
incidence_rate,calendar_year,varchar(4),No,Yes,No,No
incidence_rate,incidence_rate,float,Yes,No,No,Yes
incidence_rate,cohort_id,bigint,Yes,Yes,No,Yes
incidence_rate,database_id,varchar,Yes,Yes,No,Yes
inclusion_rule_stats,rule_sequence_id,int,Yes,Yes,No,Yes
inclusion_rule_stats,rule_name,varchar,Yes,No,No,Yes
inclusion_rule_stats,meet_subjects,float,Yes,No,No,Yes
inclusion_rule_stats,gain_subjects,float,Yes,No,No,Yes
inclusion_rule_stats,total_subjects,float,Yes,No,No,Yes
inclusion_rule_stats,remain_subjects,float,Yes,No,No,Yes
inclusion_rule_stats,cohort_id,bigint,Yes,Yes,No,Yes
inclusion_rule_stats,database_id,varchar,Yes,Yes,No,Yes
index_event_breakdown,concept_id,int,Yes,Yes,No,Yes
index_event_breakdown,concept_count,float,Yes,No,No,Yes
index_event_breakdown,subject_count,float,Yes,No,No,Yes
index_event_breakdown,cohort_id,bigint,Yes,Yes,No,Yes
index_event_breakdown,database_id,varchar,Yes,Yes,No,Yes
index_event_breakdown,domain_field,varchar,Yes,Yes,No,Yes
index_event_breakdown,domain_table,varchar,Yes,Yes,No,Yes
metadata,database_id,varchar,Yes,Yes,No,Yes
metadata,start_time,varchar,Yes,Yes,No, Yes
metadata,variable_field,varchar,Yes,Yes,No,Yes
metadata,value_field,varchar,Yes,No,No,Yes
orphan_concept,cohort_id,bigint,Yes,Yes,No,Yes
orphan_concept,concept_set_id,int,Yes,Yes,No,Yes
orphan_concept,database_id,varchar,Yes,Yes,No,Yes
orphan_concept,concept_id,int,Yes,Yes,No,Yes
relationship,relationship_id,varchar(20),Yes,Yes,No,Yes
relationship,relationship_name,varchar(255),Yes,No,No,Yes
relationship,is_hierarchical,varchar(1),Yes,No,No,Yes
relationship,defines_ancestry,varchar(1),Yes,No,No,Yes
relationship,reverse_relationship_id,varchar(20),Yes,Yes,No,Yes
relationship,relationship_concept_id,int,Yes,Yes,No,Yes
temporal_analysis_ref,analysis_id,int,Yes,Yes,No,Yes
temporal_analysis_ref,analysis_name,varchar,Yes,No,No,Yes
temporal_analysis_ref,domain_id,varchar(20),Yes,Yes,No,Yes
temporal_analysis_ref,is_binary,varchar(1),Yes,No,No,Yes
temporal_analysis_ref,missing_means_zero,varchar(1),No,No,No,Yes
temporal_covariate_ref,covariate_id,bigint,Yes,Yes,No,Yes
temporal_covariate_ref,covariate_name,varchar,Yes,No,No,Yes
temporal_covariate_ref,analysis_id,int,Yes,No,No,Yes
temporal_covariate_ref,concept_id,int,Yes,No,No,Yes
temporal_covariate_value,cohort_id,bigint,Yes,Yes,No,Yes
temporal_covariate_value,time_id,int,Yes,Yes,No,Yes
temporal_covariate_value,covariate_id,bigint,Yes,Yes,No,Yes
temporal_covariate_value,sum_value,float,Yes,No,No,Yes
temporal_covariate_value,mean,float,Yes,No,No,Yes
temporal_covariate_value,sd,float,No,No,No,Yes
temporal_covariate_value,database_id,varchar,Yes,Yes,No,Yes
temporal_covariate_value_dist,cohort_id,bigint,Yes,Yes,No,Yes
temporal_covariate_value_dist,time_id,bigint,Yes,Yes,No,Yes
temporal_covariate_value_dist,covariate_id,bigint,Yes,Yes,No,Yes
temporal_covariate_value_dist,count_value,float,Yes,No,No,Yes
temporal_covariate_value_dist,min_value,float,Yes,No,No,Yes
temporal_covariate_value_dist,max_value,float,Yes,No,No,Yes
temporal_covariate_value_dist,mean,float,Yes,No,No,Yes
temporal_covariate_value_dist,sd,float,Yes,No,No,Yes
temporal_covariate_value_dist,median_value,float,Yes,No,No,Yes
temporal_covariate_value_dist,p_10_value,float,Yes,No,No,Yes
temporal_covariate_value_dist,p_25_value,float,Yes,No,No,Yes
temporal_covariate_value_dist,p_75_value,float,Yes,No,No,Yes
temporal_covariate_value_dist,p_90_value,float,Yes,No,No,Yes
temporal_time_ref,time_id,int,Yes,Yes,No,Yes
temporal_time_ref,start_day,float,Yes,No,No,Yes
temporal_time_ref,end_day,float,Yes,No,No,Yes
time_distribution,cohort_id,bigint,Yes,Yes,No,Yes
time_distribution,count_value,float,Yes,No,No,Yes
time_distribution,min_value,float,Yes,No,No,Yes
time_distribution,max_value,float,Yes,No,No,Yes
time_distribution,average_value,float,Yes,No,No,Yes
time_distribution,standard_deviation,float,Yes,No,No,Yes
time_distribution,median_value,float,Yes,No,No,Yes
time_distribution,p_10_value,float,Yes,No,No,Yes
time_distribution,p_25_value,float,Yes,No,No,Yes
time_distribution,p_75_value,float,Yes,No,No,Yes
time_distribution,p_90_value,float,Yes,No,No,Yes
time_distribution,time_metric,varchar,Yes,Yes,No,Yes
time_distribution,database_id,varchar,Yes,Yes,No,Yes
time_series,cohort_id,bigint,Yes,Yes,No,Yes
time_series,database_id,varchar,Yes,Yes,No,Yes
time_series,period_begin,Date,Yes,Yes,No,Yes
time_series,series_type,varchar,Yes,Yes,No,Yes
time_series,calendar_interval,varchar,Yes,Yes,No,Yes
time_series,records,bigint,Yes,No,No,Yes
time_series,subjects,bigint,Yes,No,No,Yes
time_series,person_days,bigint,Yes,No,No,Yes
time_series,records_start,bigint,No,No,No,No
time_series,subjects_start,bigint,No,No,No,No
time_series,records_end,bigint,No,No,No,No
time_series,subjects_end,bigint,No,No,No,No
visit_context,cohort_id,bigint,Yes,Yes,No,Yes
visit_context,visit_concept_id,int,Yes,Yes,No,Yes
visit_context,visit_concept_name,varchar,Yes,No,No,Yes
visit_context,visit_context,varchar,Yes,Yes,No,Yes
visit_context,subjects,float,Yes,No,No,Yes
visit_context,records,float,Yes,No,No,Yes
visit_context,database_id,varchar,Yes,Yes,No,Yes
vocabulary,vocabulary_id,varchar(50),Yes,Yes,No,Yes
vocabulary,vocabulary_name,varchar(255),Yes,No,No,Yes
vocabulary,vocabulary_reference,varchar,No,No,No,Yes
vocabulary,vocabulary_version,varchar,No,No,No,Yes
vocabulary,vocabulary_concept_id,int,Yes,Yes,No,Yes
